,estimate,std_err,p_value
const,0.6093189118678051,0.10111801736616649,1.6825497100433272e-09
ERVol12Q,0.038941031510838525,0.09515442491176468,0.6823632752034359
Hedge,0.005723955609491233,0.004085562296659976,0.16120801045389943
DER,-0.0024042042766963014,0.0009973791565592958,0.015929715927283664
lnTA,-0.03895237401327319,0.0067148935580211185,6.596297760540088e-09
CR,0.004496043097684014,0.004258959875129368,0.2911204107230768
