,estimate,std_err,p_value
const,-0.6883200999549389,0.5395176098041741,0.20202391190374014
ERVolM12M,0.48637687580256334,0.6118429472954467,0.4266498849588607
Hedge,0.01068095193449542,0.020816745659228773,0.6078854125637063
DER,-0.004041447354901187,0.0030423274401786566,0.18404387411324152
lnTA,0.04656761527837856,0.036815569216216655,0.2059110553747635
CR,-0.017476887903899407,0.02542184791760735,0.49178337506502945
