,estimate,std_err,p_value
const,-62445.16678540182,29033.347056220282,0.03149132566501638
ERVol12Q,928626.8358362775,570292.596383296,0.10345407971495824
Hedge,28306.617361309713,32294.69641394855,0.38075296011196036
D_DER,-3284.5390896524805,20675.315187055425,0.8737769457908753
D_lnTA,1292090.6997070897,820445.3816662767,0.11528761356204276
D_CR,-144427.52301294287,101111.83775837472,0.15317854029461794
