,estimate,std_err,p_value
const,0.7601730877348001,0.0727290033583476,1.4326894359781668e-25
ERVol12Q,0.4033590434102885,0.12262515070223114,0.0010041323490959729
Hedge,-0.0065542713208190636,0.0036401509479920134,0.07177394300531537
DER,-0.0027789510221783538,0.0010255203666577756,0.0067324595442068745
lnTA,-0.048909071078513985,0.00458872984547224,1.591083484943568e-26
CR,-0.004837341088378537,0.006039607547743562,0.4231685080841283
