,estimate,std_err,p_value
const,-0.2156985701998318,0.3556788963933071,0.5442213811625927
ERVol12Q,0.7452403608569864,0.335527518701675,0.026344150890368102
Hedge,-0.008363703949282535,0.012992181857648197,0.5197382163512738
DER,-0.006648649284328132,0.002657292103492975,0.012348021575775261
lnTA,0.014284369581928708,0.024194987615308403,0.5549322372502066
CR,-0.020691750674034764,0.01941255739765787,0.2864710441228352
