,estimate,std_err,p_value
const,-0.701151443770031,0.5591604971810108,0.2098652903880941
ERVolM3M,1.0326900987945615,0.6222196007636732,0.09697733365488784
Hedge,0.00813805657516008,0.018919951191567665,0.6671003874664825
DER,-0.005883116261411895,0.004869936247513817,0.22702883782709649
lnTA,0.04770233752441916,0.03800519661879457,0.20942321430960653
CR,-0.024259393916556064,0.03214246279595465,0.45040142458748456
