,estimate,std_err,p_value
const,0.0009307214095947167,0.0005902914408804888,0.11486110160942671
ERVol12Q,-0.017180726085381594,0.014069780455679706,0.2220450069900256
Hedge,-0.001374212728407588,0.0007516798511271458,0.06752121267346742
D_DER,-0.0005535682938534584,0.0002747751435956653,0.04394417723689504
D_lnTA,-0.007860386844525877,0.0032152743640002663,0.014497197489431122
D_CR,-0.0013322998618404177,0.0013676701941683657,0.3299878953366
