,estimate,std_err,p_value
const,0.7481204822561607,0.9304986254641214,0.42139723110648897
ERVol12Q,-0.728219933460998,1.0937101544634373,0.5055227472199559
Hedge,0.022655224131076485,0.022914173747643003,0.3228103583093431
DER,-0.03627929919869803,0.02460450411623584,0.14034747829153715
lnTA,-0.03683303030338957,0.052637882133708146,0.48408733390305725
CR,-0.16640897235204763,0.13727432609183465,0.22542179707557986
