,estimate,std_err,p_value
const,0.34283659272704303,0.06677271005584995,2.830728054413816e-07
ERVol12Q,0.003848081315998099,0.024299522485620687,0.8741728416401991
Hedge,-1.1620239198149512e-17,2.0541944759275466e-17,0.5716089540846191
DER,-0.000592187438903966,0.00030487855891911484,0.052092136930808164
lnTA,-0.021495352300028282,0.0045166664062398516,1.9443991023266603e-06
CR,-0.0008428167917228797,0.0019310878437884809,0.6625127095088188
