,estimate,std_err,p_value
const,0.5873604323274286,0.07384040825889872,1.7991727254873105e-15
ERVolM3M,0.11472164067602494,0.06603454573423902,0.08233470077523111
Hedge,0.005887406499720847,0.003268301205404996,0.07164521958136238
DER,-0.002500594556090081,0.00045922618928279633,5.1737011279343355e-08
lnTA,-0.03744815262456877,0.004894266537032463,1.9875181907959732e-14
CR,0.004089148340106434,0.0033017762238896136,0.21554211525545564
