,estimate,std_err,p_value
const,-0.01769071295702361,0.0087615673535396,0.04347407160976762
ERVol12Q,0.26297199111981534,0.17933880141486472,0.14255517766615672
Hedge,0.007415561373126027,0.01071701240871271,0.488973145559668
D_DER,-0.00037587895846315396,0.006969923137871044,0.9569919632604851
D_lnTA,0.42729375491847316,0.2727330198089845,0.11718231613724074
D_CR,-0.05056732612602852,0.03289362611295987,0.12422019856021384
