,estimate,std_err,p_value
const,0.5860000222298618,0.07420516578743772,2.856399331666799e-15
ERVolM12M,0.08964956506121041,0.11343707287537079,0.42935131874949395
Hedge,0.006000489934339587,0.003641164565172376,0.09936108384058491
DER,-0.0023726321804909125,0.000621823909552281,0.00013585165272208375
lnTA,-0.03739574383577883,0.004914435857482284,2.754425439268609e-14
CR,0.004479310738693524,0.0035633974259335357,0.20874142391724637
