,estimate,std_err,p_value
const,-0.2741987256718858,0.4805696654599504,0.5682910298850679
ERVol12Q,0.8980774619701746,0.38457892098384167,0.019531785026158512
Hedge,-0.003217012838640008,0.01710354677201107,0.8508057917574519
DER,-0.008171318091801862,0.0032095665565698623,0.010898837279745036
lnTA,0.01859034025744356,0.032765132211844405,0.5704548006157346
CR,-0.033219075013064314,0.029396147623975938,0.25845575292561995
