,estimate,std_err,p_value
const,-0.3059808800929238,0.5088459641307204,0.5476247445370879
ERVol12Q,0.8228196660408565,0.41961246826556076,0.049890250838881545
Hedge,-0.032601277818049806,0.05088645759683071,0.5217390117903482
ERVol12Q_Hedge,0.6166114024743213,1.2140786595179889,0.6115345363353455
DER,-0.007646316392587428,0.003289553022488086,0.020102774020740274
lnTA,0.020673779940469268,0.03458244678230609,0.5499658021914324
CR,-0.0301929594389012,0.027433481131687348,0.27107602157969923
