,estimate,std_err,p_value
const,-0.230374201225741,0.43575507872395836,0.5970287174199762
ERVol12Q,0.8807487201244517,0.38292857103837247,0.02144629577891501
Hedge,-0.006809269169362922,0.015583995161118731,0.6621549400118321
DER,-0.008335009482792786,0.003127385820886876,0.0076949806757730934
lnTA,0.015530476101929149,0.029692137358259613,0.6009393732303062
CR,-0.02838198385098279,0.025610916108536212,0.2677760136045887
