,estimate,std_err,p_value
const,-1714933.9178901536,1663410.6186368337,0.30255278168122324
ERVolM12M,1587824.1824722867,1939406.4343974823,0.4129481409232625
Hedge,36992.954112991225,64286.53575038755,0.5649947050658957
DER,-12189.954509142506,10264.12648239706,0.23498036612708184
lnTA,115946.88200695382,113437.55694778972,0.30672374829512283
CR,-50069.414735109174,79124.07392267915,0.5268667268085145
