,estimate,std_err,p_value
const,-0.4763798292714483,0.5184806159471381,0.358200354588162
ERVol12Q,0.5861230251938472,0.398933295508699,0.14177159886109375
Hedge,0.009219023063397102,0.019213593958715365,0.6313570036046943
DER,-0.00954880705003425,0.003006529324338046,0.0014930898173442866
lnTA,0.03176059453452003,0.03494184207087233,0.363373389202579
CR,-0.020584689508400113,0.03250809578530543,0.5265917324276215
Post2020,0.022813491655428654,0.0129303967813442,0.07767637474016538
